    college_code,college_name,branch,oc,bc,bcm,mbc,sc,sca,st
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",COMPUTER SCIENCE AND ENGINEERING,167.0,155.5,151.0,157.5,,125.5,94.5
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",ELECTRONICS AND COMMUNICATION ENGINEERING,162.0,153.0,137.0,154.5,,122.5,126.0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,139.0,129.5,142.5,,,
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",INFORMATION TECHNOLOGY,164.5,155.0,143.5,152.0,105.0,117.0,131.0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",MECHANICAL ENGINEERING,133.5,112.5,120.0,118.5,,101.5,
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",Computer Science and Engineering (Cyber Security),166.5,157.0,157.5,153.0,,131.0,
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",Safety and Fire Engineering,132.5,104.0,,109.5,,98.5,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",CIVIL ENGINEERING,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",COMPUTER SCIENCE AND ENGINEERING,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",ELECTRONICS AND COMMUNICATION ENGINEERING,102.5,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",INFORMATION TECHNOLOGY,110.5,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",MECHANICAL ENGINEERING,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",PETRO CHEMICAL TECHNOLOGY,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",PETROLEUM ENGINEERING,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",TEXTILE CHEMISTRY,,,,,,,
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",TEXTILE TECHNOLOGY,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",Artificial Intelligence and Data Science,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",CIVIL ENGINEERING,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",COMPUTER SCIENCE AND ENGINEERING,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",INFORMATION TECHNOLOGY,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",MECHANICAL ENGINEERING,,,,,,,
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",Computer Science and Engineering (Cyber Security),,,,,,,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",Artificial Intelligence and Data Science,150.5,134.0,113.0,131.0,107.5,132.5,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),138.5,126.5,,125.5,91.5,137.0,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",CIVIL ENGINEERING,118.5,109.5,102.0,112.5,,,106.0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",COMPUTER SCIENCE AND ENGINEERING,152.0,134.5,108.5,130.0,97.0,136.5,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,136.5,140.0,145.0,116.5,101.0,127.5
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",ELECTRICAL AND ELECTRONICS ENGINEERING,138.5,122.5,,122.5,,110.0,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",INFORMATION TECHNOLOGY,150.5,137.5,95.0,137.5,108.0,112.5,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",MEDICAL ELECTRONICS ENGINEERING,127.5,119.5,116.0,119.0,102.0,114.0,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",MECHANICAL ENGINEERING,121.0,111.0,88.5,115.0,,103.5,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",PHARMACEUTICAL TECHNOLOGY,141.5,115.5,,123.5,109.0,,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",ROBOTICS AND AUTOMATION,145.0,120.0,,118.0,89.0,108.5,
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",Computer Science and Engineering (Cyber Security),146.5,134.0,,124.0,113.5,120.5,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Artificial Intelligence and Data Science,179.5,175.5,172.5,173.0,140.5,123.5,136.0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),178.5,175.0,164.0,172.0,147.5,114.5,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",BIO MEDICAL ENGINEERING,169.5,158.5,163.5,150.0,95.5,,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,176.0,171.0,164.0,167.0,129.5,123.5,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",COMPUTER SCIENCE AND DESIGN,174.5,169.5,,169.0,127.0,132.5,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",CIVIL ENGINEERING,163.5,155.0,135.5,149.0,111.5,100.0,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",COMPUTER SCIENCE AND ENGINEERING,185.0,179.0,175.5,177.5,142.5,121.5,160.0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",ELECTRONICS AND COMMUNICATION ENGINEERING,181.0,176.0,171.0,176.0,134.5,140.0,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168.0,166.5,167.0,110.0,123.5,143.0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Electrical and Computer Engineering,166.5,162.0,160.5,160.0,,99.5,118.0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Electronics Engineering (VLSI Design and Technology),173.5,170.0,162.5,166.0,,,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Electronics and Computer Engineering,173.5,168.5,168.5,167.5,110.5,107.0,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",FASHION TECHNOLOGY,161.0,144.0,119.5,144.0,,151.0,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",INFORMATION TECHNOLOGY,179.5,175.5,175.0,174.5,136.0,134.5,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",MECHANICAL ENGINEERING,164.5,154.5,133.0,152.5,,104.5,130.0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Mechatronics Engineering,167.5,159.0,162.0,157.0,,,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Computer Science and Engineering (Cyber Security),177.0,174.5,174.0,171.5,146.5,130.0,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",Safety and Fire Engineering,141.5,109.0,,130.5,,,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",Artificial Intelligence and Data Science,168.5,150.5,131.0,140.0,,89.0,148.5
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",AGRICULTURAL ENGINEERING,143.0,,,133.5,111.5,127.5,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),155.5,137.0,139.5,140.0,,89.0,143.5
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",BIO MEDICAL ENGINEERING,145.5,112.5,,131.0,115.0,132.5,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",BIO TECHNOLOGY,146.0,113.5,,134.0,124.5,145.0,145.0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",CIVIL ENGINEERING,139.0,,,121.0,110.5,123.0,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",COMPUTER SCIENCE AND ENGINEERING,163.5,136.5,139.5,142.0,,127.0,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",ELECTRONICS AND COMMUNICATION ENGINEERING,154.0,127.0,,139.5,120.5,136.0,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",ELECTRICAL AND ELECTRONICS ENGINEERING,140.5,123.5,126.0,130.0,114.0,137.0,
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",INFORMATION TECHNOLOGY,159.5,134.5,,142.5,,118.0,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",Artificial Intelligence and Data Science,149.5,127.0,136.0,140.0,99.5,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",AERONAUTICAL ENGINEERING,125.5,96.0,112.0,108.5,,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),143.5,124.5,132.5,133.5,89.0,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,132.0,119.5,126.0,125.5,88.0,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",CIVIL ENGINEERING,116.5,,97.0,108.0,,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",CHEMICAL ENGINEERING,120.0,,113.5,105.5,,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",COMPUTER SCIENCE AND ENGINEERING,157.5,131.5,141.0,135.5,88.0,138.5,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,129.5,138.5,139.0,103.5,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",ELECTRICAL AND ELECTRONICS ENGINEERING,136.5,118.5,119.0,130.0,90.5,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",INFORMATION TECHNOLOGY,143.5,126.0,134.0,135.0,,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",MECHANICAL ENGINEERING,122.0,97.5,100.0,109.0,,,
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",Mechatronics Engineering,127.0,110.0,109.0,118.0,,,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",Artificial Intelligence and Data Science,166.5,159.0,157.0,152.0,105.0,115.5,145.0
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),171.0,163.0,144.5,149.5,107.5,111.0,133.0
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",BIO MEDICAL ENGINEERING,151.0,144.0,134.5,137.5,116.0,113.5,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",BIO TECHNOLOGY,160.5,144.0,115.0,138.5,134.5,,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,161.5,157.0,157.0,148.0,106.0,139.5,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",CIVIL ENGINEERING,144.5,137.5,,140.0,120.0,,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",CHEMICAL ENGINEERING,157.0,147.0,137.5,139.5,125.5,111.0,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",COMPUTER AND COMMUNICATION ENGINEERING,165.0,158.0,136.5,146.5,121.0,121.5,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",COMPUTER SCIENCE AND ENGINEERING,179.0,173.0,166.5,162.5,118.5,127.5,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",ELECTRONICS AND COMMUNICATION ENGINEERING,172.5,162.0,145.0,149.0,104.5,128.5,118.0
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",ELECTRICAL AND ELECTRONICS ENGINEERING,161.5,154.5,167.0,142.5,105.0,130.0,
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",INFORMATION TECHNOLOGY,173.5,166.0,156.5,156.5,106.0,107.5,99.5
2622,"V S B Engineering College (Autonomous), N.H.67, Covai Road, Karudayampalayam (Village & Post), Aravakurichi (TK), Karur-639111.",MECHANICAL ENGINEERING,152.0,143.5,117.5,143.0,108.0,150.0,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",Artificial Intelligence and Data Science,138.0,,121.5,116.0,,,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",BIO MEDICAL ENGINEERING,128.0,,87.5,108.0,,,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",COMPUTER SCIENCE AND ENGINEERING,135.0,,103.0,114.0,,,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,131.5,122.5,134.5,122.0,,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",ELECTRICAL AND ELECTRONICS ENGINEERING,116.5,,,106.5,,,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",INFORMATION TECHNOLOGY,136.0,,91.5,116.5,,,
2623,"Mahendra College of Engineering, 12th KM Attur Main Road, Minnampalli, Salem-636106.",MECHANICAL ENGINEERING,97.5,,,,,,
2624,"Gnanamani College of Technology (Autonomous), NH-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",Artificial Intelligence and Data Science,132.5,,,107.0,,114.5,119.5
2624,"Gnanamani College of Technology (Autonomous), NH-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",AGRICULTURAL ENGINEERING,116.5,,,82.0,,116.0,
2624,"Gnanamani College of Technology (Autonomous), NH-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",BIO MEDICAL ENGINEERING,126.5,,109.0,103.0,,123.0,
2624,"Gnanamani College of Technology (Autonomous), NH-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",BIO TECHNOLOGY,144.0,,,101.0,,138.0,
2624,"Gnanamani College of Technology (Autonomous), NH-7, A.K. Samuthiram, Pachal Post, Namakkal District-637018.",COMPUTER SCIENCE AND ENGINEERING,134.5,,,110.0,,117.0,
